elapsed_s,x_g,y_g,z_g,writing,word,newline
8.4714,0.3770,0.9810,0.0860,1,quick,0
8.4920,0.2520,1.0320,0.0730,1,quick,0
8.5124,0.2020,1.0700,0.1440,1,quick,0
8.5288,0.0180,1.3270,0.2230,1,quick,0
8.5492,0.0290,1.1890,0.1200,1,quick,0
8.5698,0.3300,0.8850,0.1580,0,,0
8.5902,0.7200,0.5270,0.1910,0,,0
8.6107,0.7710,0.5940,0.1860,0,,0
8.6271,0.4570,0.7860,0.1720,0,,0
8.6476,0.4870,0.8960,0.2010,0,,0
8.6680,0.4530,0.8650,0.2030,0,,0
8.6884,0.3860,0.8130,0.2050,0,,0
8.7093,0.4700,0.7310,0.2790,0,,0
8.7294,0.4700,0.6980,0.2860,0,,0
8.7459,0.5340,0.7370,0.3140,0,,0
8.7666,0.5500,0.9290,0.3360,0,,0
8.7868,0.2760,1.2380,0.2700,0,,0
8.8072,0.2600,0.9380,0.2350,0,,0
8.8277,0.3200,0.8990,0.1990,0,,0
8.8495,0.3490,0.9720,0.2150,0,,0
8.8646,0.4210,0.9010,0.2300,1,quick,0
8.8851,0.3690,0.8790,0.3120,1,quick,0
8.9075,0.3590,0.9230,0.2800,1,quick,0
8.9261,0.3140,0.9480,0.2730,1,quick,0
8.9465,0.3590,0.9280,0.2670,1,quick,0
8.9630,0.3680,0.8990,0.2790,1,quick,0
8.9835,0.3700,1.0280,0.1540,1,quick,0
9.0040,0.3800,0.9140,0.1710,1,quick,0
9.0243,0.3550,0.9040,0.1250,1,quick,0
9.0449,0.4010,0.9060,0.1860,1,quick,0
9.0653,0.3430,0.9360,0.2100,1,quick,0
9.0817,0.3300,0.9220,0.1750,1,quick,0
9.1022,0.2490,0.7160,0.5350,1,quick,0
9.1227,0.3770,0.7760,0.3710,1,quick,0
9.1432,0.2570,0.9660,0.1940,1,quick,0
9.1636,0.1330,0.9340,0.0800,1,quick,0
9.1842,0.3360,0.9840,0.3140,1,quick,0
9.2005,0.3310,0.8680,0.2980,1,quick,0
9.2210,0.2660,0.9330,0.1000,1,quick,0
9.2415,0.5330,0.8790,-0.0020,1,quick,0
9.2620,0.3850,0.9170,0.1890,1,quick,0
9.2824,0.3160,1.0060,0.3230,1,quick,0
9.3029,0.3600,0.8690,0.2480,1,quick,0
9.3233,0.3240,0.9280,0.3490,1,quick,0
9.3397,0.2820,0.9590,0.2660,1,quick,0
9.3602,0.3290,0.8880,0.2470,1,quick,0
9.3809,0.4490,0.8160,0.2390,1,quick,0
9.4012,0.4680,0.8630,0.2520,1,quick,0
9.4216,0.2490,1.0480,0.2830,1,quick,0
9.4421,0.2950,0.9440,0.2160,1,quick,0
9.4585,0.3120,0.9570,0.2790,1,quick,0
9.4790,0.2820,0.9210,0.2740,1,quick,0
9.4994,0.2910,0.9300,0.6040,1,quick,0
9.5199,0.2280,0.9930,0.3320,1,quick,0
9.5404,0.2930,0.9960,0.1870,1,quick,0
9.5568,0.3190,1.0340,0.2060,1,quick,0
9.5773,0.2280,1.0440,0.1870,1,quick,0
9.5977,0.4320,0.8130,0.2110,1,quick,0
9.6182,0.5140,0.7990,0.2220,1,quick,0
9.6387,0.5120,0.7870,0.2560,1,quick,0
9.6611,0.1280,1.1240,0.2370,1,quick,0
9.6756,0.2260,0.9280,0.1880,1,quick,0
9.6961,0.2850,0.9440,0.3330,1,quick,0
9.7165,0.3330,0.9350,0.1110,1,quick,0
9.7370,0.3200,0.9370,0.0720,1,quick,0
9.7575,0.3180,0.9310,0.1460,1,quick,0
9.7780,0.3750,0.9460,0.1580,1,quick,0
9.7943,0.3540,0.9290,0.1530,1,quick,0
9.8149,0.3470,0.9770,0.1070,1,quick,0
9.8364,0.2420,0.9920,0.3540,1,quick,0
9.8558,0.2550,0.9190,0.3830,1,quick,0
9.8763,0.2730,1.0270,0.1830,1,quick,0
9.8968,0.4450,0.7930,0.1900,1,quick,0
9.9131,0.4560,0.9130,0.2100,1,quick,0
