elapsed_s,x_g,y_g,z_g
27.6135,-0.8800,0.0240,0.3930
27.6340,-0.9270,0.0350,0.3990
27.6546,-0.9480,0.0370,0.3890
27.6750,-0.9040,0.0420,0.3870
27.6955,-0.9300,0.0390,0.3950
27.7159,-0.9410,0.0430,0.3930
27.7365,-0.9120,0.0420,0.3890
27.7569,-0.9300,0.0440,0.3940
27.7774,-0.9340,0.0400,0.3910
27.7978,-0.9220,0.0420,0.3880
27.8183,-0.9270,0.0450,0.3870
27.8388,-0.9290,0.0390,0.3890
27.8593,-0.9230,0.0430,0.3810
27.8839,-0.9330,0.0440,0.3840
27.9043,-0.9200,0.0490,0.3850
27.9248,-0.9290,0.0420,0.3890
27.9453,-0.9270,0.0460,0.3850
27.9658,-0.9250,0.0390,0.3910
27.9862,-0.9300,0.0400,0.3910
28.0068,-0.9260,0.0470,0.3780
28.0272,-0.9340,0.0430,0.3880
28.0477,-0.9260,0.0400,0.3820
28.0683,-0.9300,0.0430,0.3840
28.0887,-0.9310,0.0470,0.3870
28.1091,-0.9260,0.0460,0.3790
28.1296,-0.9300,0.0470,0.3860
28.1542,-0.9290,0.0480,0.3890
28.1747,-0.9350,0.0410,0.3780
28.1951,-0.9350,0.0450,0.3910
28.2157,-0.9310,0.0410,0.3820
28.2414,-0.9350,0.0430,0.3830
28.2566,-0.9280,0.0490,0.3850
28.2771,-0.9250,0.0460,0.3780
28.2976,-0.9300,0.0420,0.3840
28.3180,-0.9270,0.0390,0.3790
28.3387,-0.9320,0.0430,0.3840
28.3590,-0.9290,0.0420,0.3790
28.3796,-0.9360,0.0470,0.3760
28.4041,-0.9280,0.0510,0.3800
28.4245,-0.9360,0.0480,0.3780
28.4453,-0.9340,0.0490,0.3840
28.4655,-0.9300,0.0500,0.3870
28.4860,-0.9330,0.0380,0.3770
28.5065,-0.9220,0.0370,0.3760
28.5269,-0.9270,0.0380,0.3790
28.5475,-0.9270,0.0360,0.3720
28.5679,-0.9380,0.0400,0.3730
28.5883,-0.9360,0.0430,0.3680
28.6088,-0.9370,0.0550,0.3780
28.6293,-0.9370,0.0540,0.3750
28.6498,-0.9260,0.0540,0.3820
28.6744,-0.9320,0.0510,0.3880
28.6948,-0.9330,0.0470,0.3780
28.7153,-0.9310,0.0410,0.3780
28.7358,-0.9370,0.0350,0.3730
28.7563,-0.9360,0.0380,0.3710
28.7768,-0.9310,0.0380,0.3760
28.7973,-0.9340,0.0510,0.3870
28.8177,-0.9380,0.0530,0.3740
28.8382,-0.9330,0.0540,0.3750
28.8587,-0.9330,0.0490,0.3730
28.8792,-0.9370,0.0380,0.3740
28.8996,-0.9300,0.0340,0.3670
28.9242,-0.9310,0.0340,0.3690
28.9448,-0.9310,0.0370,0.3760
28.9651,-0.9290,0.0430,0.3720
28.9856,-0.9330,0.0540,0.3740
29.0061,-0.9330,0.0530,0.3770
29.0266,-0.9310,0.0580,0.3620
29.0471,-0.9340,0.0540,0.3660
29.0675,-0.9320,0.0420,0.3690
29.0880,-0.9330,0.0420,0.3700
29.1087,-0.9350,0.0370,0.3650
